date|event
1762-08-15|Nace el sacerdote José Ignacio Thames. Fue uno de los firmantes de la Declaración de independencia de la Argentina en Tucumán.
1904-08-15|Se funda la Asociación Atlética Argentinos Juniors en el barrio porteño de Villa Crespo.
1968-08-15|Muere el pianista Luis Gianneo.
1973-08-15|Nace el actor Juan Gil Navarro, entre otros trabajó en Lalola y Vidas Robadas.
2007-08-15|Muere la escritora Silvia Bleichmar.
1958-08-16|Nace en Buenos Aires José Luis Clerc, ex-jugador profesional de tenis.
1850-08-17|Muere el Libertador de América José de San Martín. En homenaje, el 17 de agosto es el Día del Libertador en Argentina.
1905-08-17|Nace la cantante de tangos Ada Falcón
1913-08-17|Nace el automovilista Oscar Alfredo Gálvez
1940-08-17|Nace el director de cine Eduardo Mignogna
1952-08-17|Nace el tenista Guillermo Vilas
1957-08-17|Nace el guitarrista Ricardo Mollo, de Sumo y Divididos.
2008-08-17|Luego de más de 10 años, se relanza el concurso deportivo El Gran DT, del Diario Clarín
1981-08-18|Nace el futbolista César Delgado, de Rosario Central
1945-08-19|Nace el cantante Sandro de América
1972-08-19|Nace el arquero Roberto Abbondanzieri
1985-08-19|Nace la cantautora Daniela Herrero
1789-08-20|Nace Bernardo de Monteagudo
1906-08-20|Nace el escritor José María Rosa
1977-08-20|Nace el jugador de rugby Felipe Contepomi
1981-08-20|Fallece Teodoro Bronzini, politico Argentino, e intendente de Mar del Plata.
1946-08-21|El Senado de la Nación aprueba el proyecto de ley sobre Derechos Políticos de la Mujer, que establece luego la Ley N° 13010.
1895-08-21|Nace el escritor argentino Alfredo Bufano
1862-08-23|en Buenos Aires, muere el Dr. Eduardo Acevedo. Fue redactor del Código de Comercio junto al doctor Dalmacio Vélez Sarsfield.
1899-08-24|En Buenos Aires nace Jorge Francisco Isidoro Luis Borges.
1933-08-24|Nace el inigualable humorista rosarino, Alberto Olmedo.
1945-08-25|Regresan soldados alemanes a su nación después de ser derrotados.
1992-08-25|Se firma un tratado en el Mercosur donde se garantiza libre comercio entre los países integrantes.
1858-08-26|Nace en Concordia (provincia de Entre Ríos) el destacado escritor costumbrista José S. Álvarez (más conocido como Fray Mocho). Falleció en Buenos Aires el 23 de agosto de 1903.
1886-08-26|Nace Ceferino Namuncurá, joven salesiano argentino aspirante al sacerdocio, de orígenes mapuche y chileno. Murió a causa de la tuberculosis, en Roma, el 11 de mayo de 1905, mientras se formaba en el sacerdocio. El 2 de mayo de 1944, se inicia la causa de beatificación y el 3 de marzo de 1957 el papa Pío XII aprobó la introducción de la causa de beatificación de Ceferino Namuncurá. Quince años más tarde, el 22 de junio de 1972, el papa Pablo VI lo declaró venerable, transformándose en el primer argentino que llegó a esa altura de santidad.
1914-08-26|Nace en Bruselas (Bélgica) el escritor Julio Cortázar, autor, entre otros libros, de "Bestiario", "Final de juego", "Los premios" y "Rayuela". Falleció en París (Francia) el 12 de febrero de 1984.
1959-08-26|La Sociedad de Escritores y Escritoras de Argentina (SEA) inaugura el Museo del Escritor.
1971-08-26|Muere en Buenos Aires el pintor y cantante popular Jorge de la Vega, uno de los personajes más representativos del grupo de la 'Nueva Figuración'. Nació en Buenos Aires el 27 de marzo de 1930.
1998-08-26|Día Nacional de la Solidaridad.
1828-08-27|Tras las conversaciones de paz entre Argentina y el Imperio de Brasil, Uruguay es proclamado nación independiente
1920-08-27|Se realiza la Primera transmisión radiofónica con propósitos de entretenimiento del mundo, desde la terraza del Teatro Coliseo de la Ciudad de Buenos Aires.
1957-08-27|El buque argentino Ciudad de Buenos Aires choca en el Río de la Plata con el carguero estadounidense Mormack Surf; en el siniestro perecen más de un centenar de personas.
1810-08-29|Nace Juan Bautista Alberdi, abogado, escritor y político argentino. En su honor se festeja el Día del Abogado.
2009-08-29|Se inicia la emisión de la Televisión Digital en la Argentina.
1857-08-30|Se inaugura el primer tren del país con las locomotoras La Porteña y La Argentina, van desde estación Parque a Plaza Flores. Por ese motivo se festeja el día de los Ferrocarriles.
1953-08-31|Nace el piloto Miguel Ángel Guerra
1999-08-31|El Vuelo 3142 de LAPA se estrella al despegar, causando 67 muertes.
1709-09-01|Nace en Bilbao (España) Domingo de Basavilbaso, funcionario, alcalde y organizador de arreos de hacienda y de un correo fijo (origen del Correo Argentino). Falleció en Buenos Aires el 9 de mayo de 1775.
1802-09-01|Aparece en Buenos Aires el importante "Semanario e Agricultura, Industria y Comercio", dirigido por Juan Hipólito Vieytes. Colaboró en la redacción Pedro Antonio Cerviño y dejó de aparecer el 11 de febrero de 1807.
1838-09-01|Nace en Buenos Aires el jurisconsulto, militar, político y progresista gobernador de la provincia de Buenos Aires Dardo Rocha, fundador de La Plata, propulsor del refinamiento y mestización de las haciendas, creador del Observatorio Astronómico de La Plata y activo propulsor de la red caminera y el telégrafo. Falleció en Buenos Aires el 7 de septiembre de 1921.
1840-09-01|Nace en Buenos Aires el agrimensor, político y periodista Rafael Hernández, hermano del autor del "Martín Fierro". Se especializó en el estudio de plantas textiles y propició el juicio por jurados y fundó la Universidad de La Plata. Murió en Buenos Aires el 21 de marzo de 1903.
1865-09-01|Nace en Buenos Aires el notable médico cirujano e higienista Enrique Tornú. Se graduó de médico en Burdeos (Francia). Propició la cura de la tuberculosis mediante un tratamiento climático en las sierras de Córdoba. Fue llamado “el médico apóstol”. El 23 de agosto de 1901, poco antes de cumplir 36 años, minado por su enfermedad tuberculosa, puso fin a su vida por propia determinación. Como reconocimiento por su dedicación a los enfermos tuberculosos, se le dio su nombre al primer hospital especializado en ellos.
1983-09-01|Estreno de uno de los documentales más influyentes de los comienzos de la democracia: La República perdida, del director Miguel Pérez
1845-09-02|Muere en Cádiz Bernardino Rivadavia.
1805-09-02|Nace en Buenos Aires Esteban Echeverría, escritor.
1820-09-02|Batalla de Gamonal en el marco de la Anarquía del Año XX.
1854-09-03|Bartolomé Mitre funda el Instituto Histórico-Geográfico del Río de la Plata.
1924-09-03|Nace en Buenos Aires la escritora María Granata. Publicó libros en verso, cuentos infantiles y tres novelas: "Los viernes de la eternidad" (1971, que llegó al cine), "Los tumultos" (1974) y "El jubiloso exterminio" (1979).
1932-09-03|Se inaugura en Buenos Aires, en la ex plaza 11 de Septiembre (hoy Plaza de Miserere) el Mausoleo de Bernardino Rivadavia, obra del escultor Rogelio Yrurtia.
1950-09-03|Se inaugura el Estadio Juan Domingo Perón (también conocido como Cilindro de Avellaneda) del Racing Club.
1968-09-03|Muere en Buenos Aires el notable compositor y director de orquesta de actuación internacional Juan José Castro, autor del ballet "Mekhano" y de óperas como "Proserpina y el extranjero" y "Bodas de sangre".
1812-09-04|Por decreto se legisla y fomenta la inmigración.
1921-09-04|Nace el pianista Ariel Ramírez.
1936-09-04|Nace el futbolista y DT Carlos Griguol.
1942-09-04|Se establece el Departamento Rawson en la Provincia de San Juan.
1957-09-04|Editorial Frontera comienza a publicar la revista de historietas Hora Cero semanal, que incluye la publicación inicial por entregas de El Eternauta. Como homenaje, en dicha fecha se celebra el Día de la Historieta.
1967-09-04|Se forma el grupo Les Luthiers.
2014-09-04|Fallecimiento del músico Gustavo Cerati.
1928-09-05|Día del Scout y la Buena Acción.
1867-09-05|Muere el ex presidente Santiago Derqui.
1921-09-05|Se inaugura el Teatro Cervantes.
1927-09-05|Vicente Almandos Almonacid funda Aeroposta Argentina, primera empresa aerocomercial del país.
1975-09-05|Se realiza el concierto de despedida de Sui Generis.
1980-09-05|Nace el arquero Franco Costanzo.
1993-09-05|La selección argentina pierde 5 a 0 con Colombia en las eliminatorias para el mundial de 1994.
1921-09-06|Muere el gobernador de Buenos Aires Dardo Rocha, fundador de la ciudad de La Plata.
1930-09-06|Comienza la Década Infame: el general José Félix Uriburu derroca al presidente democrático Hipólito Yrigoyen.
1964-09-06|Nace el locutor Sergio Lapegüe.
1979-09-06|La Comisión Interamericana de Derechos Humanos se presenta para investigar las desapariciones de personas durante el gobierno de Jorge Rafael Videla.
1981-09-06|Muere el cineasta Lucas Demare.
1810-09-07|La Junta de Gobierno que surgió luego de los sucesos de Mayo de 1810, crea una Biblioteca Pública (actual Biblioteca Nacional), por iniciativa del Dr. Mariano Moreno, quien fue designado Protector.
2005-09-07|Fallece Nicolino Locche. Estilista bautizado "El Intocable" y uno de los máximos ídolos deportivos de nuestro país, fue campeón mendocino, campeón argentino y campeón sudamericano de peso liviano, títulos que revalidó en la categoría de Welter junior, conquistando además la corona mundial al vencer en Tokio al púgil japonés Paul Fuji.
1949-09-08|Día del inmigrante. Establecimiento por decreto del poder ejecutivo nacional Nº 21.430 de 1949.
1944-09-08|Día del Agricultor. El 28 de agosto de 1944, por decreto Nº 23.317, el gobierno argentino instituyó este día, considerando "que la fundación de la primera colonia agrícola, el 8 de septiembre de 1856, marca una fecha decisiva en el desarrollo de nuestra agricultura". El 8 de septiembre de 1910 se inauguró en la Plaza San Martín de Esperanza el Monumento a la Agricultura Nacional.
1967-09-08|Día Internacional de la Alfabetización. Su antecedente se encuentra en las disposiciones de la Primera Reunión del Congreso Mundial de Ministros de Educación, realizado en Teherán (Irán) en 1965 (del que participó Argentina) y donde se determinó unificar acciones para la erradicación del analfabetismo.
1978-09-08|Muere en Buenos Aires el director cinematográfico y escritor Leopoldo Torre Nilsson. Renovó el estilo de filmación, hasta definir una imagen que hace reconocibles todas sus películas. Nació en Buenos Aires el 3 de febrero de 1924.
1947-09-09|La ley 13.010 reconoce el voto femenino en Argentina.
1865-09-10|Fue bendecida en Buenos Aires la nueva Iglesia de Nuestra Señora de Monserrat, después de finalizarse la obra que había comenzado a edificarse en 1755.
1956-09-10|Muere en Buenos Aires el poeta, prosista y autor teatral Vicente Barbieri. Fue uno de los principales representantes de la llamada Generación del '40. Cultivó una poesía de cierto prestigio heráldico en la que asoma, por momentos, su pasión agrícola. Fue presidente de la Sociedad Argentina de Escritores (SADE). Nació en Alberti (provincia de Buenos Aires) el 31 de agosto de 1903.
1985-09-10|Día del Terapista Ocupacional.
1987-09-10|Muere en el Paraguay la cantante Aimé Paine. Se le hicieron funerales de acuerdo con su rito aborigen.
2003-09-10|Día Mundial para la Prevención del Suicidio.
1810-09-11|Se inaugura en Buenos Aires la Academia de Matemáticas.
1852-09-11|Día de la rebelión de la provincia de Buenos Aires contra el gobierno federal y posterior secesión de la Confederación Argentina, de aquí viene el nombre que lleva la estación de trenes del Ferrocarril Sarmiento.
1888-09-11|Muere el político y escritor sanjuanino Domingo Faustino Sarmiento, presidente del país entre 1868 y 1874.
1910-09-11|Nace el escritor Manuel Mujica Lainez, uno de los más importantes escritores argentinos contemporáneos.
1950-09-11|Día del Autor. El 11 de septiembre de 1950 la Junta Directiva resolvió instituir el "Día del Autor" al cumplirse 40 años de la fundación de Argentores.
1964-09-11|Se crea la Universidad de Belgrano.
1904-09-12|Inauguración de la ciudad de Neuquén.
1958-09-12|Durante la gestión del ministro de Educación y Justicia doctor Luis R. Mac Kay se sanciona la Ley Nº 14.473, que establece el Estatuto del docente.
1972-09-12|Se crea la Universidad Nacional de Catamarca.
1980-09-12|Serú Girán y Spinetta Jade dan el primero de dos recitales históricos en Obras. Esta sería la primera vez que compartirían un escenario Charly García y Luis Alberto Spinetta.
1984-09-12|Muere en Caracas (Venezuela) el profesor y lingüista Ángel Rosenblat, autor de "El castellano de España y el castellano de América", "Buenas y malas palabras" y "Sentido mágico de la palabra". Dictó cursos universitarios en Buenos Aires. Nació en la aldea polaca de Wengrow en 1902.
1692-09-13|Un terremoto destruye la población de Nuestra Señora de Talavera, en la actual provincia de Salta.
1810-09-13|la Primera Junta crea la Biblioteca Pública, que con el tiempo se convertiría en la Biblioteca Nacional.
1771-09-14|Día del cartero. El primer cartero de Buenos Aires se llamaba Bruno Ramírez. Su primer trabajo fue el 14 de septiembre de 1771. Por eso, el 14 de septiembre es el Día del Cartero 11​.
1886-09-14|Por Ley N° 1804 se funda el Banco Hipotecario Nacional, durante la presidencia de Julio Argentino Roca.
1895-09-14|Nace en San José de la Esquina (provincia de Santa Fe) el notable ensayista, cuentista y poeta Ezequiel Martínez Estrada. Es uno de los grandes escritores argentinos de nuestro tiempo. Falleció en Bahía Blanca (provincia de Buenos Aires) el 4 de noviembre de 1964.
